4.23,2.06,4.306,10.2,0,0,0,0,4.48,2.094666667,4.395,10.55,0,0,0,0,9.867
4.1,2.13,4.211,9.867,28.8,0,47.2,89.6,4.3,2.094666667,4.329333333,10.189,9.6,0,15.73333333,29.86666667,9.656
4.57,2.434,9.089,9.656,0,0,22.4,11.2,4.3,2.208,5.868666667,9.907666667,9.6,0,23.2,33.6,13.04
5.33,2.182,6.895,13.04,4.8,0,19.2,17.6,4.666666667,2.248666667,6.731666667,10.85433333,11.2,0,29.6,39.46666667,14.6
4.5,2.07,5.429,14.6,4,0,19.2,21.6,4.8,2.228666667,7.137666667,12.432,2.933333333,0,20.26666667,16.8,11.95
4.27,2.009,4.838,11.95,0,0,0,2.4,4.7,2.087,5.720666667,13.19666667,2.933333333,0,12.8,13.86666667,10.7
4.11,1.997,4.644,10.7,12,5.6,20,0.8,4.293333333,2.025333333,4.970333333,12.41666667,5.333333333,1.866666667,13.06666667,8.266666667,10.27
4.39,2.218,4.709,10.27,22.4,24.8,13.6,0,4.256666667,2.074666667,4.730333333,10.97333333,11.46666667,10.13333333,11.2,1.066666667,10.58
5.07,3.133,5.293,10.58,22.4,3.2,24,0,4.523333333,2.449333333,4.882,10.51666667,18.93333333,11.2,19.2,0.266666667,12.28
6.81,3.268,12.089,12.28,12,18.4,34.4,0,5.423333333,2.873,7.363666667,11.04333333,18.93333333,15.46666667,24,0,17.62
9.18,2.461,11.168,17.62,0,0,7.2,0,7.02,2.954,9.516666667,13.49333333,11.46666667,7.2,21.86666667,0,23.8
